Customer_ID,Age,Gender,City_Tier,Employment_Type,Customer_Segment,Tenure_Months,Monthly_Income,Account_Balance,Credit_Score,Product_Type,Products_Used,Preferred_Channel,Loyalty_Member,Transactions_Last_3M,Transactions_Previous_3M,Transaction_Change_Pct,Avg_Transaction_Value,App_Usage_Hours_Last_3M,App_Usage_Hours_Previous_3M,App_Usage_Change_Pct,Last_Login_Days_Ago,Customer_Support_Calls,Complaints,Satisfaction_Score,Offers_Used,Balance_Change_Pct,Churn
C101734,55,Female,Tier 1,Salaried,Standard,41,72400,62200,681,Savings,3,Mobile App,No,28,31,-9.7,3033,3.2,3.2,0.6,12,4,0,9,1,21.3,0
C101735,57,Male,Tier 1,Retired,Basic,1,64800,475500,702,Current,1,Phone,No,38,33,15.2,3257,9.6,11.2,-14.5,12,1,1,7,3,14.0,0
C101736,54,Female,Tier 1,Self-employed,Standard,43,96200,53800,722,Salary,2,Web,No,23,28,-17.9,1318,6.6,4.8,37.6,4,4,1,9,2,-1.3,0
C101737,25,Female,Tier 1,Salaried,Standard,76,50400,346500,720,Salary,2,Phone,No,39,34,14.7,1835,12.8,10.8,18.4,2,1,0,4,2,-11.7,0
C101738,63,Male,Tier 1,Salaried,Basic,43,50600,355000,762,Salary,1,Mobile App,Yes,33,30,10.0,3065,2.9,4.9,-40.9,6,2,3,8,0,13.3,0
C101739,48,Female,Tier 1,Salaried,Standard,52,34700,244700,753,Savings,3,Branch,No,19,24,-20.8,2821,2.8,2.6,7.4,8,4,1,3,1,9.8,0
C101740,69,Male,Tier 2,Self-employed,Standard,25,21700,61500,721,Savings,2,ATM,No,26,23,13.0,3087,1.5,1.9,-21.5,6,3,1,4,1,3.1,1
C101741,31,Male,Tier 3,Business,Basic,96,65200,381300,662,Salary,1,Mobile App,Yes,31,34,-8.8,2850,3.1,3.6,-14.7,12,4,1,2,2,14.8,0
C101742,34,Female,Tier 1,Self-employed,Standard,93,40200,45300,731,Savings,3,Mobile App,No,30,36,-16.7,2985,6.8,5.3,27.3,15,1,1,7,1,-11.2,0
C101743,34,Male,Tier 3,Self-employed,Basic,41,45200,31900,751,Current,1,Phone,No,19,27,-29.6,1449,8.1,9.3,-13.0,20,4,2,10,3,1.0,1
C101744,49,Male,Tier 1,Business,High Value,65,86700,378300,726,Current,3,ATM,No,22,24,-8.3,3588,9.4,7.3,28.7,5,1,0,7,2,34.4,0
C101745,45,Male,Tier 2,Salaried,Standard,31,65100,84000,729,Savings,4,Mobile App,No,18,22,-18.2,3054,12.8,9.3,37.1,1,0,1,5,2,-4.3,0
C101746,43,Male,Tier 2,Student,Basic,18,57400,172000,582,Salary,1,Mobile App,No,27,25,8.0,3916,5.6,4.3,28.9,10,0,0,2,0,6.6,0
C101747,51,Female,Tier 2,Salaried,Standard,34,41300,45700,599,Savings,2,Mobile App,No,30,32,-6.2,3567,6.6,7.0,-5.4,15,1,0,7,1,-1.5,0
C101748,48,Female,Tier 2,Student,Standard,71,44400,22800,739,Savings,2,Mobile App,Yes,28,26,7.7,1711,2.6,6.6,-60.5,15,0,0,7,1,3.5,0
C101749,28,Female,Tier 1,Business,Standard,10,58800,344700,832,Savings,3,Mobile App,Yes,16,25,-36.0,2872,16.0,20.0,-20.0,3,2,2,10,3,15.0,0
C101750,64,Male,Tier 3,Student,Standard,71,26700,16200,806,Salary,2,Phone,Yes,31,27,14.8,3568,7.9,6.5,22.4,18,1,0,10,0,-2.3,0
C101751,26,Male,Tier 3,Salaried,Standard,73,64200,401900,739,Current,2,Mobile App,No,27,26,3.8,3190,2.7,3.1,-13.4,37,2,0,8,0,0.4,0
C101752,53,Female,Tier 3,Business,Standard,13,43300,32500,686,Savings,2,Mobile App,Yes,33,30,10.0,5039,7.1,6.8,4.1,14,2,0,9,1,-2.3,0
C101753,35,Female,Tier 3,Student,Basic,49,52600,389800,692,Salary,1,Phone,Yes,43,39,10.3,1711,3.4,4.5,-24.4,8,0,0,6,1,13.3,0
C101754,54,Female,Tier 3,Salaried,Basic,9,85300,232500,695,Savings,1,Mobile App,No,37,38,-2.6,3572,3.6,3.7,-1.5,2,4,0,3,4,8.3,0
C101755,63,Female,Tier 1,Salaried,Standard,12,34900,215200,815,Current,2,Mobile App,No,30,32,-6.2,1894,2.1,1.5,42.5,24,2,0,10,0,-10.0,0
C101756,65,Female,Tier 3,Salaried,Standard,18,32500,108300,685,Savings,3,Web,No,31,32,-3.1,5980,7.6,9.4,-19.4,5,2,1,7,1,24.5,0
C101757,57,Female,Tier 1,Business,Standard,68,54900,187800,758,Savings,2,Web,No,15,25,-40.0,4586,4.2,4.8,-12.7,6,3,0,7,1,0.2,0
C101758,43,Female,Tier 2,Salaried,Standard,33,31200,226000,755,Savings,3,Mobile App,Yes,29,30,-3.3,3803,2.2,2.4,-6.4,15,1,0,7,2,26.6,0
C101759,60,Male,Tier 1,Business,Basic,43,24300,69800,678,Salary,1,Branch,Yes,45,42,7.1,2788,5.7,4.7,21.2,10,1,0,8,2,-20.6,0
C101760,44,Male,Tier 1,Salaried,High Value,73,127400,285800,705,Current,5,Mobile App,Yes,19,27,-29.6,3914,9.3,11.7,-20.3,35,2,0,9,3,18.4,0
C101761,48,Male,Tier 1,Salaried,Standard,59,27800,34700,762,Savings,3,Web,No,42,36,16.7,3529,4.6,4.6,0.4,8,2,1,10,1,-28.2,0
C101762,50,Male,Tier 3,Business,Basic,12,71300,325200,721,Premium,1,Mobile App,No,21,31,-32.3,2976,1.2,1.4,-15.6,18,4,0,9,2,-16.9,1
C101763,21,Male,Tier 2,Salaried,Standard,16,44800,175500,762,Current,2,Web,No,30,35,-14.3,2981,13.0,11.6,12.4,3,2,0,8,2,-7.0,1
C101764,47,Male,Tier 2,Salaried,Basic,78,54400,119900,627,Salary,1,Mobile App,No,29,32,-9.4,1505,3.9,4.4,-12.1,3,3,0,2,1,-16.5,0
C101765,64,Female,Tier 1,Salaried,High Value,21,81900,114400,756,Savings,3,Mobile App,No,44,37,18.9,3550,7.1,8.0,-10.9,11,2,0,10,1,-7.3,0
C101766,39,Male,Tier 1,Business,Standard,59,69600,85800,761,Savings,2,ATM,No,20,28,-28.6,3801,3.5,3.5,0.1,2,4,0,8,2,-21.6,0
C101767,55,Female,Tier 1,Salaried,Standard,53,24100,46100,647,Current,2,Mobile App,Yes,28,32,-12.5,3533,3.6,3.0,19.9,5,0,0,8,1,-1.3,0
C101768,29,Female,Tier 3,Self-employed,Standard,25,58100,243400,694,Salary,2,Mobile App,No,38,30,26.7,2879,12.5,12.1,3.7,21,4,2,1,3,20.2,0
C101769,42,Male,Tier 2,Salaried,Standard,34,26100,50800,657,Savings,2,Phone,Yes,31,34,-8.8,1114,3.5,4.2,-17.0,4,1,1,9,2,2.8,0
C101770,34,Female,Tier 2,Self-employed,Standard,30,46300,24000,799,Salary,2,ATM,Yes,25,23,8.7,2264,5.7,4.9,15.2,32,1,0,8,0,16.0,0
C101771,58,Male,Tier 3,Business,Standard,66,61700,295700,727,Premium,4,Web,No,33,38,-13.2,3603,2.6,2.3,12.5,14,5,0,9,3,-46.5,0
C101772,49,Female,Tier 2,Self-employed,Standard,10,64600,160500,719,Savings,3,Web,No,35,29,20.7,2944,5.1,4.3,19.8,4,3,0,3,5,0.5,0
C101773,21,Female,Tier 1,Salaried,Emerging,15,27200,110500,674,Salary,3,Mobile App,Yes,28,27,3.7,2546,10.5,10.4,1.0,20,3,0,6,0,13.0,0
C101774,54,Male,Tier 3,Salaried,Standard,4,40400,274800,794,Savings,2,ATM,Yes,22,26,-15.4,1027,9.5,7.6,25.7,12,4,1,7,3,3.0,0
C101775,40,Female,Tier 2,Salaried,Standard,76,56200,342800,747,Savings,3,Mobile App,No,31,26,19.2,4352,11.3,11.6,-2.9,9,2,0,7,1,-14.9,0
C101776,36,Male,Tier 3,Student,Standard,16,35100,246700,737,Salary,3,ATM,No,43,45,-4.4,4250,3.2,3.4,-6.9,14,0,1,9,2,0.9,0
C101777,42,Male,Tier 3,Business,Standard,63,58800,269100,751,Salary,3,Mobile App,No,27,29,-6.9,1498,4.9,4.2,15.6,10,2,2,10,0,1.8,0
C101778,36,Male,Tier 1,Salaried,Basic,29,43700,235700,740,Savings,1,Branch,No,34,32,6.2,4998,7.0,7.7,-8.5,11,0,1,5,1,-2.3,0
C101779,42,Male,Tier 1,Salaried,Standard,1,52500,330900,765,Salary,2,Mobile App,Yes,16,26,-38.5,2510,2.2,3.4,-35.2,19,0,3,8,1,-17.7,1
C101780,33,Female,Tier 3,Salaried,Standard,87,37000,201600,738,Salary,2,Web,Yes,30,30,0.0,3042,6.3,6.3,-0.0,9,1,0,7,4,-10.4,0
C101781,61,Male,Tier 1,Salaried,Standard,28,42500,263200,767,Savings,2,Mobile App,No,30,28,7.1,4109,4.8,5.7,-15.7,4,2,2,6,1,38.4,0
C101782,63,Male,Tier 3,Salaried,Standard,58,76900,80500,779,Current,2,ATM,Yes,26,33,-21.2,5562,3.7,4.4,-15.5,9,4,0,8,1,-7.7,0
C101783,67,Female,Tier 3,Salaried,Standard,89,56100,300300,717,Salary,2,ATM,Yes,31,32,-3.1,2285,2.3,2.5,-8.1,5,3,0,2,2,-1.1,0
C101784,58,Female,Tier 1,Salaried,High Value,86,202800,464700,737,Current,3,Branch,No,33,35,-5.7,702,8.0,9.4,-15.2,3,3,3,10,1,16.1,0
C101785,23,Male,Tier 2,Retired,Standard,78,54400,169300,742,Current,3,Mobile App,Yes,39,32,21.9,2899,3.0,2.3,31.5,13,0,0,4,1,7.2,0
C101786,43,Female,Tier 1,Business,Basic,26,40100,58800,735,Premium,1,Mobile App,No,11,37,-70.3,2845,4.9,3.7,33.6,3,3,0,9,1,-23.0,0
C101787,61,Female,Tier 1,Self-employed,Standard,93,79000,329700,698,Savings,4,Mobile App,No,33,40,-17.5,3527,2.0,2.8,-27.9,9,2,0,5,1,-15.9,0
C101788,64,Female,Tier 1,Salaried,Standard,64,53700,190900,664,Savings,3,Mobile App,Yes,28,29,-3.4,3331,3.2,3.5,-8.6,11,0,0,2,0,3.3,0
C101789,37,Male,Tier 1,Salaried,Basic,47,41600,174100,756,Salary,1,Mobile App,Yes,33,26,26.9,3626,3.4,5.0,-31.5,3,3,0,9,0,3.1,0
C101790,53,Female,Tier 2,Salaried,Standard,80,47900,295700,754,Savings,2,Web,No,20,20,0.0,4078,5.0,5.5,-8.7,8,1,2,9,1,-26.9,0
C101791,45,Male,Tier 1,Self-employed,Standard,26,31100,88700,691,Current,4,Web,No,26,30,-13.3,3992,3.8,3.2,17.0,2,2,0,9,2,4.6,0
C101792,44,Female,Tier 2,Business,Standard,3,65200,394700,653,Salary,3,Mobile App,Yes,27,42,-35.7,4276,8.8,11.2,-21.2,10,2,1,9,2,6.7,0
C101793,51,Female,Tier 1,Salaried,Standard,24,60900,113600,651,Savings,5,Mobile App,No,40,39,2.6,2665,11.4,11.9,-4.3,19,0,0,7,1,-26.6,0
C101794,69,Other,Tier 2,Student,Standard,48,56000,314000,643,Savings,2,ATM,No,30,33,-9.1,1967,3.7,4.8,-23.4,25,1,0,8,3,3.6,0
C101795,46,Male,Tier 2,Salaried,Standard,65,38900,27400,822,Savings,2,Web,No,39,37,5.4,3807,3.4,5.2,-34.4,8,2,0,5,0,6.0,0
C101796,67,Male,Tier 1,Salaried,Standard,90,49300,164000,816,Salary,4,Mobile App,No,16,29,-44.8,4250,6.7,14.4,-53.4,6,1,1,9,3,-1.5,0
C101797,38,Female,Tier 1,Salaried,Emerging,13,19300,91700,654,Savings,3,Web,No,28,36,-22.2,3879,3.4,2.9,16.3,12,0,0,7,1,-0.9,0
C101798,22,Female,Tier 1,Salaried,Basic,75,29900,29100,704,Salary,1,Phone,No,25,33,-24.2,2888,4.9,5.5,-10.9,23,3,0,10,3,-5.9,0
C101799,18,Female,Tier 1,Self-employed,Standard,64,31300,119300,826,Salary,5,Mobile App,Yes,27,28,-3.6,2688,7.2,6.7,8.1,9,2,1,7,1,-9.5,0
C101800,43,Female,Tier 3,Business,Standard,94,71300,452900,764,Current,3,Mobile App,No,38,33,15.2,3254,2.6,3.5,-26.5,15,0,1,10,1,-5.9,0
C101801,52,Female,Tier 1,Self-employed,Standard,57,20600,45900,687,Savings,2,Phone,Yes,39,31,25.8,3716,4.5,3.4,32.9,9,1,3,2,1,-10.5,0
C101802,67,Male,Tier 3,Self-employed,Standard,20,44400,327500,718,Salary,2,Web,Yes,33,34,-2.9,2614,3.0,3.0,0.7,16,0,1,8,0,-14.3,0
C101803,61,Male,Tier 2,Self-employed,Standard,6,95200,245500,754,Current,2,Mobile App,Yes,28,31,-9.7,2805,7.7,10.3,-25.3,20,1,1,6,2,-7.6,0
C101804,42,Female,Tier 3,Business,Standard,67,73300,280500,711,Salary,2,Mobile App,No,15,26,-42.3,2183,7.9,9.1,-13.0,7,2,0,5,1,-35.3,0
C101805,54,Male,Tier 3,Salaried,Standard,86,42200,182000,702,Salary,3,Phone,Yes,35,30,16.7,5159,1.7,1.9,-12.8,9,1,0,10,0,4.2,0
C101806,22,Male,Tier 2,Salaried,Standard,43,35800,241400,641,Salary,4,Web,Yes,39,39,0.0,2700,7.0,8.6,-18.3,3,1,0,8,2,20.9,0
C101807,22,Female,Tier 2,Retired,Standard,39,45000,263100,688,Savings,4,Mobile App,No,33,29,13.8,5390,6.5,5.3,23.7,18,0,1,9,0,4.5,1
C101808,39,Other,Tier 3,Salaried,Basic,84,37200,126700,697,Salary,1,Phone,No,33,29,13.8,2762,9.2,10.7,-14.4,14,3,0,5,3,-7.5,0
C101809,19,Male,Tier 3,Self-employed,Basic,88,31900,223100,722,Savings,1,Mobile App,No,21,22,-4.5,2805,7.0,8.6,-18.6,17,1,2,8,2,13.8,0
C101810,42,Male,Tier 1,Salaried,Standard,74,26200,36200,734,Savings,2,Mobile App,No,31,36,-13.9,2699,14.3,14.9,-3.9,6,1,1,8,1,9.7,0
C101811,19,Male,Tier 3,Self-employed,Basic,39,63900,119100,728,Salary,1,Phone,Yes,27,28,-3.6,4881,1.8,1.5,20.7,9,0,2,4,2,-25.4,0
C101812,45,Male,Tier 1,Student,Standard,19,36000,218200,672,Savings,2,Mobile App,No,38,35,8.6,1255,3.3,3.2,4.4,7,0,1,9,1,-7.6,0
C101813,33,Male,Tier 2,Salaried,Basic,22,43600,88600,759,Current,1,Web,No,26,28,-7.1,3364,1.3,2.2,-39.9,5,1,0,9,0,14.1,0
C101814,46,Male,Tier 1,Salaried,Standard,91,16100,59600,764,Premium,5,Mobile App,Yes,39,39,0.0,4485,6.4,7.4,-13.5,9,1,0,8,0,11.9,0
C101815,69,Male,Tier 1,Self-employed,Standard,59,77300,261100,770,Current,2,Phone,Yes,47,36,30.6,4705,2.0,2.7,-26.2,6,3,0,5,0,2.7,0
C101816,36,Female,Tier 3,Retired,Standard,33,21300,72700,682,Premium,2,Mobile App,Yes,25,29,-13.8,2823,4.2,3.6,17.1,11,1,1,6,1,-23.0,0
C101817,55,Female,Tier 1,Self-employed,Basic,32,37900,78800,688,Savings,1,ATM,No,22,26,-15.4,1450,18.7,16.1,16.1,9,1,2,8,0,11.6,0
C101818,46,Female,Tier 3,Salaried,Standard,85,44500,44800,710,Salary,4,Web,Yes,27,29,-6.9,3991,3.1,2.8,9.4,6,1,0,10,0,14.2,0
C101819,70,Male,Tier 2,Student,Standard,91,39900,29200,580,Salary,3,Web,Yes,32,40,-20.0,2524,5.9,5.4,8.9,12,0,4,6,3,26.8,0
C101820,21,Male,Tier 2,Student,Standard,78,77200,525200,719,Salary,3,Mobile App,Yes,21,29,-27.6,2437,1.8,2.7,-33.6,13,1,0,9,4,-3.0,0
C101821,61,Male,Tier 2,Salaried,Standard,54,47700,122100,703,Savings,3,Mobile App,Yes,13,15,-13.3,2919,1.9,2.0,-6.8,3,1,0,5,2,4.4,0
C101822,57,Male,Tier 2,Salaried,Standard,85,25600,159200,646,Current,2,Mobile App,Yes,25,28,-10.7,3357,4.3,5.5,-21.5,21,1,0,8,1,-3.8,0
C101823,39,Female,Tier 1,Retired,Basic,29,53700,296500,714,Savings,1,Web,Yes,24,29,-17.2,1744,3.9,3.2,21.2,32,2,1,5,2,-2.9,1
C101824,67,Male,Tier 2,Business,Standard,52,54900,219500,610,Premium,4,Mobile App,No,25,33,-24.2,1445,7.4,6.9,6.8,28,1,1,7,2,15.4,0
C101825,42,Female,Tier 1,Salaried,Standard,41,26600,183500,706,Savings,4,Mobile App,No,25,32,-21.9,4190,6.7,6.6,1.7,4,2,0,10,3,-6.7,0
C101826,50,Male,Tier 1,Self-employed,Standard,71,70000,234700,705,Current,2,Mobile App,No,24,26,-7.7,2092,2.9,6.2,-53.0,12,3,1,7,0,-18.0,0
C101827,24,Female,Tier 1,Salaried,Standard,39,65000,406700,734,Current,2,Mobile App,No,36,30,20.0,3466,6.2,6.8,-8.8,22,2,1,10,2,-38.0,0
C101828,28,Male,Tier 1,Salaried,Standard,9,134100,851100,662,Premium,2,Mobile App,Yes,37,49,-24.5,3605,2.0,2.0,1.7,22,0,1,2,5,8.5,0
C101829,45,Male,Tier 3,Salaried,Basic,30,57100,271600,847,Current,1,Mobile App,Yes,37,31,19.4,3906,2.3,2.9,-21.3,18,0,0,10,2,-20.6,0
C101830,64,Male,Tier 2,Self-employed,Standard,10,58600,311300,781,Savings,5,Mobile App,No,20,25,-20.0,3084,8.9,10.9,-18.0,3,0,1,6,1,4.2,0
C101831,31,Male,Tier 3,Business,Standard,64,46400,37100,850,Savings,4,Web,Yes,36,38,-5.3,2160,5.6,4.9,14.2,13,2,1,10,2,-17.7,0
C101832,20,Male,Tier 3,Salaried,Emerging,1,21200,108700,745,Salary,2,ATM,No,38,32,18.8,5153,3.5,4.6,-24.5,2,3,0,9,2,4.1,0
C101833,22,Male,Tier 2,Salaried,Standard,95,52700,187200,678,Savings,2,Mobile App,Yes,25,27,-7.4,1912,0.8,1.1,-29.8,7,1,0,8,3,-1.8,0
C101834,64,Male,Tier 2,Salaried,Standard,55,55600,149200,741,Salary,3,Web,No,26,36,-27.8,883,2.2,2.5,-11.4,9,0,0,2,5,-21.1,0
C101835,18,Male,Tier 2,Retired,Standard,91,37700,80000,632,Savings,2,Mobile App,Yes,27,36,-25.0,1353,11.2,9.1,23.7,18,0,1,6,5,9.9,0
C101836,67,Male,Tier 2,Salaried,Standard,30,67300,256600,544,Current,4,Mobile App,No,25,27,-7.4,4994,3.0,3.2,-7.2,9,0,2,8,1,15.5,0
C101837,18,Female,Tier 2,Salaried,Standard,51,74700,174600,657,Salary,3,Phone,No,29,36,-19.4,3512,5.4,7.4,-27.1,7,3,0,10,3,-25.8,0
C101838,63,Female,Tier 1,Business,High Value,89,102500,730700,645,Premium,4,Mobile App,Yes,36,31,16.1,2021,4.3,4.1,4.4,4,2,1,6,1,19.6,0
C101839,43,Female,Tier 1,Business,Emerging,4,18800,133000,689,Savings,1,Mobile App,Yes,37,34,8.8,3111,2.7,2.6,2.2,16,1,0,7,2,22.3,0
C101840,67,Male,Tier 3,Retired,Standard,10,46400,77100,641,Current,3,Mobile App,Yes,33,28,17.9,3351,0.9,3.5,-74.4,10,2,0,3,0,-13.0,0
C101841,55,Female,Tier 1,Salaried,Standard,77,52600,161700,721,Salary,2,ATM,No,54,47,14.9,2486,5.0,5.5,-8.9,8,2,1,5,4,-24.5,0
C101842,20,Male,Tier 3,Salaried,Standard,32,59900,116100,682,Savings,5,Mobile App,No,20,25,-20.0,2080,4.3,4.7,-8.8,15,3,1,7,1,-7.9,0
C101843,36,Male,Tier 2,Salaried,Standard,44,48600,62500,748,Current,4,Phone,No,26,32,-18.8,3210,2.6,2.6,0.6,19,2,2,3,0,-13.4,1
C101844,33,Female,Tier 2,Retired,High Value,9,91900,197000,765,Current,5,ATM,No,25,30,-16.7,3884,9.7,11.7,-16.7,5,2,0,5,0,31.7,0
C101845,26,Female,Tier 1,Salaried,Emerging,12,24400,81400,726,Savings,3,Mobile App,No,29,30,-3.3,5798,4.6,3.9,18.8,2,4,1,8,0,-14.8,0
C101846,45,Female,Tier 2,Self-employed,Standard,16,58000,347400,777,Savings,3,Mobile App,No,33,31,6.5,3507,1.3,1.3,1.8,2,2,1,10,1,2.9,0
C101847,25,Female,Tier 3,Salaried,Basic,20,62400,388300,704,Salary,1,ATM,No,28,22,27.3,3936,5.7,8.6,-34.1,3,2,0,1,2,-5.0,0
C101848,33,Female,Tier 3,Salaried,Standard,58,54500,32000,696,Salary,2,Mobile App,No,17,25,-32.0,1091,10.6,12.3,-13.8,24,3,1,8,2,20.3,0
C101849,54,Male,Tier 2,Business,Standard,92,62300,238400,786,Savings,2,Web,No,28,34,-17.6,3128,10.0,11.9,-15.6,24,4,1,10,1,-16.4,1
C101850,47,Female,Tier 3,Retired,Standard,69,26500,153300,653,Salary,3,Branch,Yes,37,41,-9.8,4095,3.6,4.1,-11.7,7,1,1,8,4,-7.7,0
C101851,21,Male,Tier 2,Business,Standard,57,49500,323700,621,Salary,3,Web,No,35,34,2.9,2198,1.1,1.4,-23.8,5,2,3,9,4,13.8,0
C101852,41,Male,Tier 2,Salaried,Basic,8,33600,101500,716,Savings,1,Phone,No,20,29,-31.0,3122,9.5,10.4,-8.9,5,3,0,6,1,1.0,0
C101853,63,Other,Tier 3,Student,Standard,32,51600,376800,623,Savings,3,Mobile App,Yes,30,33,-9.1,3860,11.8,8.8,34.4,6,5,0,10,1,2.2,0
C101854,51,Female,Tier 3,Business,High Value,47,120300,327000,691,Current,3,Phone,Yes,17,26,-34.6,1149,3.9,3.1,26.6,2,2,0,10,1,-33.9,0
C101855,25,Male,Tier 2,Self-employed,Standard,74,28000,43100,734,Salary,3,Mobile App,No,34,31,9.7,3934,7.8,7.3,6.7,9,1,0,8,3,-0.0,0
C101856,55,Male,Tier 2,Student,Standard,96,70200,35500,703,Savings,2,Branch,Yes,18,32,-43.8,3529,7.8,10.2,-23.7,13,1,0,4,0,-12.0,0
C101857,64,Female,Tier 1,Salaried,Standard,42,20400,85500,667,Savings,4,Branch,No,21,22,-4.5,3381,2.2,1.8,23.0,7,1,0,8,0,23.7,0
C101858,29,Male,Tier 2,Business,Standard,75,21700,31800,712,Premium,2,Mobile App,No,33,39,-15.4,5389,1.1,1.8,-40.5,23,1,0,8,2,14.2,0
C101859,56,Female,Tier 3,Self-employed,Standard,83,54100,64200,691,Premium,2,Mobile App,No,37,41,-9.8,606,2.6,3.3,-20.8,12,1,0,10,2,-2.0,0
C101860,24,Female,Tier 1,Salaried,Standard,94,65200,362300,695,Salary,2,ATM,No,42,37,13.5,3361,7.1,7.1,0.4,6,2,1,5,1,0.0,0
C101861,43,Male,Tier 1,Retired,Standard,36,119400,285900,761,Savings,2,Web,Yes,6,25,-76.0,4975,3.5,2.7,28.1,3,4,0,6,1,5.8,0
C101862,57,Male,Tier 1,Salaried,Standard,23,41600,256700,667,Savings,2,ATM,No,30,33,-9.1,170,7.5,8.9,-15.9,19,2,0,6,1,-6.0,0
C101863,62,Female,Tier 1,Retired,Standard,88,21500,149500,767,Salary,4,ATM,No,34,29,17.2,3415,6.1,6.2,-2.0,2,2,0,4,1,-35.8,0
C101864,24,Female,Tier 2,Salaried,Standard,75,36900,203700,699,Savings,3,Mobile App,No,33,32,3.1,2211,2.5,3.1,-18.5,12,0,0,8,1,31.9,0
C101865,55,Female,Tier 2,Salaried,Standard,49,57000,157000,781,Premium,4,ATM,Yes,16,18,-11.1,2203,4.4,3.7,20.2,10,2,0,10,2,-24.9,0
C101866,46,Male,Tier 2,Salaried,High Value,35,80100,249400,707,Current,4,ATM,No,35,32,9.4,3714,6.4,5.7,12.1,13,1,1,9,2,-1.2,0
C101867,22,Male,Tier 3,Business,Standard,26,75800,402700,711,Salary,3,Mobile App,No,42,33,27.3,3604,3.5,4.5,-22.1,6,3,0,7,0,-23.4,0
C101868,27,Female,Tier 3,Salaried,Standard,40,49500,350900,746,Savings,2,Web,No,16,27,-40.7,2171,3.0,2.6,13.3,17,2,0,8,3,7.5,0
C101869,25,Male,Tier 1,Self-employed,Emerging,2,25700,180800,731,Premium,2,Mobile App,Yes,34,30,13.3,2544,6.3,7.0,-9.9,8,2,1,10,2,-3.5,0
C101870,63,Female,Tier 1,Salaried,Standard,82,73800,340400,745,Savings,2,Mobile App,No,29,33,-12.1,1516,3.3,3.4,-2.9,6,2,0,8,2,35.4,0
C101871,31,Male,Tier 3,Retired,Standard,12,53100,139900,709,Premium,2,Mobile App,No,36,35,2.9,3149,1.9,1.4,38.4,9,1,2,8,2,-30.7,0
C101872,22,Male,Tier 1,Salaried,Standard,20,58000,238700,660,Salary,2,Web,No,29,27,7.4,2472,4.2,5.3,-20.8,16,0,2,9,2,17.5,0
C101873,59,Female,Tier 3,Salaried,Standard,2,52200,59400,744,Salary,3,Branch,No,10,24,-58.3,3040,9.2,11.7,-21.5,13,3,0,8,1,2.8,0
C101874,70,Female,Tier 1,Self-employed,Basic,14,49400,257800,704,Savings,1,Mobile App,Yes,20,22,-9.1,2579,10.0,6.4,55.5,9,2,0,9,1,15.9,0
C101875,68,Female,Tier 3,Salaried,Standard,56,33700,127300,703,Savings,3,Mobile App,Yes,32,32,0.0,4269,5.0,8.1,-38.1,4,3,1,6,2,1.6,0
C101876,60,Female,Tier 1,Student,Standard,36,19300,75000,755,Savings,2,Web,No,41,33,24.2,3291,2.5,3.0,-15.3,17,3,1,7,2,8.6,0
C101877,64,Female,Tier 2,Self-employed,Standard,67,74000,506500,738,Premium,3,ATM,Yes,34,38,-10.5,3477,5.5,7.6,-27.4,39,3,0,7,0,-1.3,0
C101878,35,Male,Tier 1,Salaried,Standard,70,50600,81900,745,Savings,2,Mobile App,Yes,28,26,7.7,2349,3.8,3.3,15.4,6,1,1,7,1,-16.0,0
C101879,48,Female,Tier 2,Self-employed,Standard,29,50200,236800,676,Savings,3,Mobile App,Yes,23,24,-4.2,5878,3.9,2.5,54.0,6,2,1,8,2,11.2,0
C101880,48,Female,Tier 3,Self-employed,Standard,86,70200,239700,644,Savings,2,Mobile App,No,35,38,-7.9,4459,4.2,3.7,14.0,19,3,0,8,0,-16.0,0
C101881,48,Male,Tier 1,Salaried,Standard,31,75400,203000,745,Salary,3,Mobile App,No,21,29,-27.6,2306,11.2,12.7,-11.5,3,4,0,6,0,-13.8,0
C101882,24,Male,Tier 1,Student,Basic,92,22000,64200,636,Salary,1,Web,No,26,25,4.0,2985,3.8,5.1,-25.3,8,2,0,5,0,-2.9,0
C101883,26,Female,Tier 2,Self-employed,Standard,39,32600,242400,734,Salary,3,Mobile App,Yes,24,29,-17.2,3741,2.2,2.8,-22.3,7,3,0,6,1,-18.6,0
C101884,56,Female,Tier 2,Salaried,Standard,11,36800,25800,736,Savings,3,Mobile App,No,18,22,-18.2,3769,2.0,1.7,14.7,7,1,0,6,0,-10.4,0
C101885,63,Male,Tier 3,Salaried,Basic,21,48100,29300,737,Savings,1,Mobile App,Yes,32,30,6.7,2746,7.8,7.9,-1.8,5,1,2,7,2,17.7,0
C101886,58,Male,Tier 2,Salaried,Standard,11,85600,282100,666,Current,2,Web,No,18,26,-30.8,2325,7.7,7.5,2.6,14,3,0,8,2,16.0,0
C101887,64,Female,Tier 1,Salaried,Standard,83,58400,143300,617,Current,3,Mobile App,No,31,29,6.9,3245,2.4,3.3,-28.3,8,5,0,8,0,-18.8,0
C101888,39,Male,Tier 2,Business,Standard,6,58900,118900,695,Premium,2,Mobile App,No,16,28,-42.9,3915,1.1,1.4,-22.2,20,3,2,10,4,-23.2,0
C101889,67,Male,Tier 3,Salaried,Standard,91,30100,119900,647,Savings,4,Mobile App,No,23,25,-8.0,2195,12.9,11.1,16.7,11,2,1,9,1,14.0,0
